1.000000000000000000e+00,1.000000000000000000e+00,6.850000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,2.830000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.140000000000000000e+02,7.000000000000000000e+00,8.010000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00
2.200000000000000000e+01,6.000000000000000000e+00,3.700000000000000000e+01,3.000000000000000000e+00,8.400000000000000000e+02,3.400000000000000000e+01,9.000000000000000000e+00,5.600000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01
1.400000000000000000e+01,1.000000000000000000e+00,3.700000000000000000e+01,2.500000000000000000e+01,4.900000000000000000e+01,7.100000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,7.770000000000000000e+02
7.500000000000000000e+01,6.840000000000000000e+02,8.000000000000000000e+00,1.470000000000000000e+02,1.300000000000000000e+01,2.000000000000000000e+00,1.900000000000000000e+01,2.000000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,4.300000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,8.000000000000000000e+00,2.870000000000000000e+02,2.400000000000000000e+01,3.140000000000000000e+02
0.000000000000000000e+00,1.300000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00,9.000000000000000000e+00,6.100000000000000000e+01,1.400000000000000000e+01,5.400000000000000000e+01,7.600000000000000000e+02,1.800000000000000000e+01
6.370000000000000000e+02,3.400000000000000000e+01,5.000000000000000000e+00,2.610000000000000000e+02,4.900000000000000000e+01,4.000000000000000000e+00,2.200000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
2.400000000000000000e+01,7.000000000000000000e+00,3.100000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+01,7.560000000000000000e+02,7.000000000000000000e+00,5.600000000000000000e+01,1.500000000000000000e+01,4.000000000000000000e+01
2.630000000000000000e+02,1.100000000000000000e+01,7.000000000000000000e+00,6.810000000000000000e+02,7.000000000000000000e+00,7.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,4.000000000000000000e+00,1.100000000000000000e+01
