1.520000000000000000e+02,7.100000000000000000e+01,1.100000000000000000e+01,2.820000000000000000e+02,1.806000000000000000e+03,4.500000000000000000e+01,3.070000000000000000e+02,3.222000000000000000e+03,2.300000000000000000e+01,4.000000000000000000e+00
6.200000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,7.600000000000000000e+01,8.000000000000000000e+01,1.000000000000000000e+00,7.450000000000000000e+02,5.765000000000000000e+03
2.342000000000000000e+03,9.620000000000000000e+02,3.300000000000000000e+01,1.500000000000000000e+01,4.570000000000000000e+02,1.782000000000000000e+03,9.800000000000000000e+01,7.400000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+02
4.763000000000000000e+03,6.900000000000000000e+01,4.800000000000000000e+01,1.240000000000000000e+02,1.000000000000000000e+02,5.210000000000000000e+02,7.100000000000000000e+01,1.580000000000000000e+02,1.100000000000000000e+02,1.670000000000000000e+02
3.700000000000000000e+01,1.069000000000000000e+03,1.277000000000000000e+03,9.130000000000000000e+02,5.700000000000000000e+02,4.000000000000000000e+00,9.020000000000000000e+02,3.000000000000000000e+01,9.670000000000000000e+02,7.300000000000000000e+01
9.400000000000000000e+02,9.500000000000000000e+01,4.300000000000000000e+01,2.010000000000000000e+02,2.260000000000000000e+02,8.100000000000000000e+01,8.390000000000000000e+02,1.957000000000000000e+03,1.001000000000000000e+03,3.800000000000000000e+01
2.400000000000000000e+01,1.497000000000000000e+03,1.000000000000000000e+00,1.700000000000000000e+01,5.210000000000000000e+02,1.400000000000000000e+01,3.620000000000000000e+03,1.190000000000000000e+02,1.200000000000000000e+01,9.300000000000000000e+01
7.790000000000000000e+02,1.010000000000000000e+02,2.839000000000000000e+03,1.280000000000000000e+02,2.250000000000000000e+02,4.000000000000000000e+00,3.200000000000000000e+01,4.900000000000000000e+01,1.904000000000000000e+03,2.040000000000000000e+02
2.369000000000000000e+03,1.060000000000000000e+02,1.800000000000000000e+01,1.284000000000000000e+03,9.600000000000000000e+01,2.480000000000000000e+02,6.040000000000000000e+02,1.730000000000000000e+02,8.420000000000000000e+02,1.110000000000000000e+02
2.150000000000000000e+02,2.640000000000000000e+02,2.228000000000000000e+03,1.003000000000000000e+03,1.910000000000000000e+02,1.000000000000000000e+00,5.740000000000000000e+02,7.500000000000000000e+01,1.250000000000000000e+03,1.480000000000000000e+02
