1.320000000000000000e+02,1.029000000000000000e+03,4.580000000000000000e+02,2.300000000000000000e+01,1.600000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,1.850000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+01,1.600000000000000000e+01,1.400000000000000000e+01,5.000000000000000000e+01,2.200000000000000000e+01,3.585000000000000000e+03,1.860000000000000000e+02,1.510000000000000000e+02,2.100000000000000000e+01,2.000000000000000000e+00
4.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+01,2.600000000000000000e+01,1.800000000000000000e+01,1.672000000000000000e+03,0.000000000000000000e+00,1.500000000000000000e+01,1.200000000000000000e+01,4.200000000000000000e+01,4.908000000000000000e+03
2.810000000000000000e+02,2.070000000000000000e+02,1.103000000000000000e+03,2.700000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.348000000000000000e+03,1.150000000000000000e+02,2.200000000000000000e+01,5.900000000000000000e+01,1.000000000000000000e+02,1.370000000000000000e+02,1.890000000000000000e+02,2.196000000000000000e+03,8.300000000000000000e+01
3.200000000000000000e+01,3.037000000000000000e+03,3.600000000000000000e+01,3.530000000000000000e+02,2.800000000000000000e+01,6.200000000000000000e+01,2.000000000000000000e+00,9.200000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,1.730000000000000000e+02,1.115000000000000000e+03,2.300000000000000000e+01,1.700000000000000000e+01,4.200000000000000000e+01,1.990000000000000000e+02,3.050000000000000000e+02,4.460000000000000000e+02,1.520000000000000000e+02
9.690000000000000000e+02,1.000000000000000000e+01,2.920000000000000000e+02,1.220000000000000000e+02,8.000000000000000000e+00,4.400000000000000000e+01,6.000000000000000000e+00,6.980000000000000000e+02,0.000000000000000000e+00,9.050000000000000000e+02,1.815000000000000000e+03,3.000000000000000000e+00,1.220000000000000000e+02,4.900000000000000000e+01,4.180000000000000000e+02,4.200000000000000000e+01,1.100000000000000000e+02,6.900000000000000000e+01,9.500000000000000000e+01,6.500000000000000000e+01
8.000000000000000000e+01,1.103000000000000000e+03,1.500000000000000000e+01,2.700000000000000000e+02,1.042000000000000000e+03,1.600000000000000000e+01,5.970000000000000000e+02,9.400000000000000000e+01,2.000000000000000000e+00,2.100000000000000000e+01,4.000000000000000000e+01,1.700000000000000000e+01,3.200000000000000000e+02,1.940000000000000000e+02,4.500000000000000000e+01,3.210000000000000000e+02,4.400000000000000000e+01,1.122000000000000000e+03,4.600000000000000000e+01,3.200000000000000000e+01
2.668000000000000000e+03,7.500000000000000000e+01,3.160000000000000000e+02,4.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.282000000000000000e+03,5.200000000000000000e+01,9.500000000000000000e+01,1.400000000000000000e+01,1.720000000000000000e+02,1.150000000000000000e+02,8.600000000000000000e+01
7.400000000000000000e+01,1.100000000000000000e+01,3.300000000000000000e+01,8.000000000000000000e+00,1.600000000000000000e+01,3.164000000000000000e+03,2.600000000000000000e+01,3.440000000000000000e+02,1.060000000000000000e+02,1.082000000000000000e+03,1.530000000000000000e+02,3.000000000000000000e+00,5.150000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02,7.600000000000000000e+01,1.550000000000000000e+02,6.500000000000000000e+01,1.570000000000000000e+02,1.570000000000000000e+02
1.690000000000000000e+02,3.810000000000000000e+02,3.600000000000000000e+01,1.700000000000000000e+02,5.600000000000000000e+01,2.700000000000000000e+01,2.300000000000000000e+01,1.470000000000000000e+02,2.000000000000000000e+00,1.100000000000000000e+01,7.000000000000000000e+01,7.000000000000000000e+01,1.790000000000000000e+02,7.600000000000000000e+01,2.400000000000000000e+02,1.300000000000000000e+01,2.173000000000000000e+03,1.790000000000000000e+03,1.230000000000000000e+02,9.500000000000000000e+01
1.060000000000000000e+02,5.300000000000000000e+01,2.440000000000000000e+02,7.200000000000000000e+01,0.000000000000000000e+00,5.460000000000000000e+02,7.000000000000000000e+00,2.626000000000000000e+03,9.000000000000000000e+00,6.130000000000000000e+02,5.140000000000000000e+02,1.000000000000000000e+00,1.460000000000000000e+02,9.000000000000000000e+00,2.210000000000000000e+02,5.600000000000000000e+01,3.790000000000000000e+02,1.260000000000000000e+02,8.300000000000000000e+01,1.380000000000000000e+02
