3.100000000000000000e+01,3.000000000000000000e+00,2.390000000000000000e+02,1.400000000000000000e+01,1.935000000000000000e+03,8.000000000000000000e+00,8.300000000000000000e+01,0.000000000000000000e+00,5.100000000000000000e+01,2.600000000000000000e+01,1.460000000000000000e+02,2.000000000000000000e+00,8.560000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,1.800000000000000000e+01,3.890000000000000000e+02,1.000000000000000000e+00,6.740000000000000000e+02,1.540000000000000000e+02,8.970000000000000000e+02,3.000000000000000000e+00,2.300000000000000000e+01,2.760000000000000000e+02,1.500000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00
1.300000000000000000e+01,2.800000000000000000e+01,1.300000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.887000000000000000e+03,5.000000000000000000e+00,0.000000000000000000e+00,3.568000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.230000000000000000e+02,6.000000000000000000e+01,1.700000000000000000e+01,1.350000000000000000e+02,6.000000000000000000e+01
3.016000000000000000e+03,1.400000000000000000e+01,1.100000000000000000e+01,3.600000000000000000e+01,1.400000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.800000000000000000e+01,4.000000000000000000e+00,3.900000000000000000e+01,2.000000000000000000e+00,4.140000000000000000e+02,2.000000000000000000e+01,1.630000000000000000e+02,1.800000000000000000e+01,1.800000000000000000e+01,8.200000000000000000e+01,1.600000000000000000e+01,3.020000000000000000e+02,2.700000000000000000e+01,2.600000000000000000e+01,4.900000000000000000e+01,7.600000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,1.500000000000000000e+02,1.170000000000000000e+03
4.240000000000000000e+02,9.890000000000000000e+02,7.400000000000000000e+01,1.800000000000000000e+01,4.200000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+00,2.900000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,2.300000000000000000e+01,6.000000000000000000e+00,2.300000000000000000e+01,1.100000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,6.800000000000000000e+02,3.300000000000000000e+01,4.000000000000000000e+00,5.540000000000000000e+02,5.100000000000000000e+01,7.000000000000000000e+00,1.600000000000000000e+01,1.152000000000000000e+03,7.700000000000000000e+01,7.100000000000000000e+01,5.780000000000000000e+02,1.510000000000000000e+02,6.620000000000000000e+02,4.300000000000000000e+02
6.500000000000000000e+01,2.800000000000000000e+02,8.970000000000000000e+02,1.760000000000000000e+02,9.000000000000000000e+00,1.584000000000000000e+03,1.300000000000000000e+02,2.560000000000000000e+02,7.370000000000000000e+02,3.000000000000000000e+00,2.100000000000000000e+01,2.100000000000000000e+01,3.300000000000000000e+01,9.200000000000000000e+01,5.800000000000000000e+01,1.890000000000000000e+02,1.500000000000000000e+01,1.700000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,4.320000000000000000e+02,2.000000000000000000e+01,1.100000000000000000e+01,3.400000000000000000e+01,1.660000000000000000e+02,7.100000000000000000e+01,4.900000000000000000e+01,4.250000000000000000e+02,2.900000000000000000e+01
7.900000000000000000e+01,5.770000000000000000e+02,4.500000000000000000e+01,8.480000000000000000e+02,2.940000000000000000e+02,1.600000000000000000e+01,1.700000000000000000e+01,7.900000000000000000e+01,3.100000000000000000e+01,5.890000000000000000e+02,2.300000000000000000e+01,7.000000000000000000e+01,6.000000000000000000e+01,5.100000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,2.280000000000000000e+02,1.500000000000000000e+01,4.540000000000000000e+02,1.020000000000000000e+02,6.000000000000000000e+00,9.000000000000000000e+00,2.700000000000000000e+01,8.170000000000000000e+02,3.800000000000000000e+01,6.500000000000000000e+01,5.440000000000000000e+02,8.900000000000000000e+01,1.690000000000000000e+02,6.200000000000000000e+01
8.900000000000000000e+01,1.000000000000000000e+01,5.400000000000000000e+01,3.080000000000000000e+02,3.500000000000000000e+01,1.000000000000000000e+00,1.455000000000000000e+03,4.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000000e+00,3.100000000000000000e+01,4.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,2.400000000000000000e+01,1.260000000000000000e+03,1.400000000000000000e+01,4.700000000000000000e+01,9.660000000000000000e+02,1.030000000000000000e+02,4.600000000000000000e+01,5.150000000000000000e+02,1.600000000000000000e+01,1.750000000000000000e+02,1.000000000000000000e+00,4.100000000000000000e+01,2.360000000000000000e+02,1.000000000000000000e+00,2.370000000000000000e+02,2.170000000000000000e+02
2.200000000000000000e+01,4.680000000000000000e+02,5.210000000000000000e+02,3.400000000000000000e+01,1.200000000000000000e+01,7.900000000000000000e+01,7.000000000000000000e+00,3.900000000000000000e+01,9.700000000000000000e+01,0.000000000000000000e+00,1.900000000000000000e+01,6.000000000000000000e+00,9.000000000000000000e+01,2.900000000000000000e+01,3.400000000000000000e+01,9.000000000000000000e+00,3.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,1.100000000000000000e+01,6.690000000000000000e+02,0.000000000000000000e+00,1.492000000000000000e+03,7.700000000000000000e+01,8.000000000000000000e+00,2.191000000000000000e+03,2.390000000000000000e+02,3.300000000000000000e+01
3.770000000000000000e+02,1.330000000000000000e+02,3.190000000000000000e+02,6.800000000000000000e+01,3.600000000000000000e+01,2.300000000000000000e+01,2.100000000000000000e+01,1.700000000000000000e+01,1.680000000000000000e+02,2.300000000000000000e+01,9.600000000000000000e+01,3.150000000000000000e+02,1.500000000000000000e+01,7.100000000000000000e+01,1.600000000000000000e+01,5.400000000000000000e+01,3.490000000000000000e+02,2.100000000000000000e+01,3.300000000000000000e+01,4.300000000000000000e+01,2.800000000000000000e+01,4.200000000000000000e+01,4.000000000000000000e+00,9.200000000000000000e+01,4.900000000000000000e+01,3.520000000000000000e+02,2.475000000000000000e+03,2.400000000000000000e+01,3.280000000000000000e+02,2.590000000000000000e+02
2.400000000000000000e+01,5.640000000000000000e+02,2.058000000000000000e+03,8.000000000000000000e+00,1.400000000000000000e+01,1.169000000000000000e+03,9.500000000000000000e+01,5.700000000000000000e+01,1.170000000000000000e+02,1.000000000000000000e+00,9.400000000000000000e+01,2.200000000000000000e+01,1.240000000000000000e+02,5.400000000000000000e+01,5.500000000000000000e+01,7.000000000000000000e+00,4.300000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,3.300000000000000000e+01,1.170000000000000000e+02,7.700000000000000000e+01,2.700000000000000000e+01,1.820000000000000000e+02,6.900000000000000000e+01,1.280000000000000000e+02,2.610000000000000000e+02,5.090000000000000000e+02,1.400000000000000000e+01
